game_id,home_score,away_score,target_home_win,home_win_pct_L5,home_GF_L5,home_GA_L5,home_rest_days,away_win_pct_L5,away_GF_L5,away_GA_L5,away_rest_days
2025020262,4,1,1,0.8,4.6,2.4,2.0,1.0,5.2,2.6,2.0
2025020256,5,3,1,1.0,3.6,2.4,3.0,0.6,4.2,3.6,2.0
2025020259,1,4,0,0.8,3.8,2.4,2.0,0.2,3.0,3.2,3.0
2025020264,1,2,0,0.4,2.2,3.0,2.0,0.2,2.6,3.8,1.0
2025020260,3,2,1,0.4,2.4,3.0,3.0,0.4,1.8,2.4,2.0
2025020258,2,3,0,0.6,3.2,2.8,2.0,0.6,3.8,3.8,2.0
2025020257,1,5,0,0.6,4.2,3.4,3.0,0.4,2.4,3.0,2.0
2025020261,1,2,0,0.8,3.6,2.0,2.0,0.8,3.2,1.6,3.0
2025020263,3,5,0,0.4,3.4,4.4,2.0,0.4,2.6,2.8,2.0
2025020267,5,2,1,0.2,2.2,4.0,3.0,0.2,2.2,3.6,4.0
2025020268,3,4,0,0.6,3.4,1.8,3.0,0.6,2.6,2.4,2.0
2025020266,1,2,0,0.4,2.6,3.0,4.0,0.4,2.8,4.4,2.0
2025020265,3,7,0,0.8,3.4,2.2,4.0,0.6,2.6,2.8,2.0
2025020272,6,3,1,0.2,1.4,3.4,4.0,0.8,4.6,3.2,2.0
2025020271,5,3,1,0.4,2.8,2.8,2.0,1.0,3.8,2.4,2.0
2025020275,6,3,1,0.8,4.6,2.2,2.0,0.2,2.0,3.8,1.0
2025020274,5,4,1,0.2,2.4,3.6,2.0,0.4,2.6,4.2,1.0
2025020276,2,0,1,0.4,1.8,2.2,2.0,0.8,3.0,1.4,2.0
2025020270,0,7,0,0.4,3.6,3.8,2.0,0.8,3.8,3.4,2.0
2025020273,6,3,1,0.6,3.2,3.4,3.0,0.4,3.6,2.8,2.0
2025020269,3,4,0,0.4,3.8,4.2,2.0,0.6,2.8,2.4,2.0
2025020277,3,4,0,0.2,2.2,3.4,3.0,0.6,3.2,2.6,3.0
2025020278,5,3,1,0.4,2.0,2.8,2.0,0.4,2.4,2.8,2.0
2025020279,4,3,1,0.8,3.8,2.8,3.0,0.4,3.6,4.4,3.0
2025020281,2,1,1,0.0,2.8,4.4,4.0,0.2,2.6,3.4,5.0
2025020282,2,3,0,0.4,2.8,3.6,2.0,0.6,3.4,2.8,1.0
2025020280,5,6,0,0.6,2.6,2.8,3.0,0.4,2.4,2.4,2.0
2025020284,2,0,1,0.6,2.8,2.0,4.0,0.6,3.8,3.8,2.0
2025020285,2,3,0,0.2,2.8,4.6,2.0,0.8,4.0,3.2,2.0
2025020287,4,5,0,0.4,2.2,3.0,2.0,0.0,1.8,4.4,2.0
2025020289,3,4,0,0.8,4.0,3.4,1.0,0.4,3.0,4.6,2.0
2025020290,1,2,0,0.4,3.0,3.8,2.0,0.6,3.4,3.0,3.0
2025020294,3,4,0,0.4,1.8,2.0,2.0,0.2,2.0,3.4,2.0
2025020291,3,2,1,0.6,3.6,2.0,3.0,0.2,3.6,4.4,2.0
2025020293,5,1,1,0.8,4.4,2.8,2.0,0.6,3.4,3.0,1.0
2025020283,1,3,0,0.6,3.6,3.4,2.0,0.6,3.6,3.4,3.0
2025020286,0,1,0,0.6,3.2,2.6,2.0,0.8,3.4,2.2,2.0
2025020288,2,3,0,0.4,3.6,3.2,2.0,0.6,2.6,2.8,3.0
2025020295,4,1,1,0.4,2.4,3.2,2.0,0.8,2.6,1.2,2.0
2025020292,1,4,0,0.4,3.0,3.6,1.0,0.2,2.4,3.4,2.0
2025020300,4,1,1,1.0,5.4,2.2,3.0,0.8,3.4,2.4,2.0
2025020299,1,2,0,0.8,3.8,2.6,1.0,0.2,2.4,3.6,1.0
